date,operator,flight_phase,flight_type,country,region,total_on_board,crew_on_board,crew_fatalities,passengers_on_board,passenger_fatalities,total_fatalities,total_survivors,crash_cause
1983-04-29 00:00:00,Airfast Indonesia,Takeoff (climb),Commercial,Indonesia,Asia,1,1,0,0,0,0,1,Technical Failure
1983-05-03 00:00:00,SATENA - Servicio de Aeronavegacion a Territorios Nacionales,Flight,Military / Government,Colombia,South America,22,4,0,18,0,0,22,Technical Failure
1983-05-04 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Lithuania,Europe,0,0,0,0,0,0,0,Unknown
1983-05-08 00:00:00,Supra International,Taxiing,Operational,United States of America,North America,0,0,0,0,0,0,0,Unknown
1983-05-09 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Tajikistan,Asia,0,0,0,0,0,0,0,Technical Failure
1983-05-11 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,0,0,0,0,0,0,0,Other
1983-05-13 00:00:00,Aeroflot - Russian International Airlines,Flight,Military / Government,Germany,Europe,0,0,0,0,0,0,0,Unknown
1983-05-15 00:00:00,Aeroflot - Russian International Airlines,Flight,Military / Government,Russia,Asia,0,0,0,0,0,0,0,Unknown
1983-05-17 00:00:00,United States Navy - USN,Landing (descent or approach),Military / Government,United States of America,North America,0,0,0,0,0,0,0,Unknown
1983-05-18 00:00:00,Frisia Luftverkehr Norddeich,,Commercial,Germany,Europe,0,0,0,0,0,0,0,Unknown
1983-05-25 00:00:00,Aeroflot - Russian International Airlines,Flight,Military / Government,Russia,Asia,0,0,0,0,0,0,0,Human Factor
1983-06-01 00:00:00,Beech Airways,Landing (descent or approach),Commercial,United States of America,North America,3,1,0,2,0,0,3,Technical Failure
1983-06-06 00:00:00,MAP Perm Motors,Landing (descent or approach),Operational,Russia,Asia,4,4,0,0,0,0,4,Human Factor
1983-06-15 00:00:00,MOM - Ministerstvo Obshego Mashinostroenia,Landing (descent or approach),Operational,Ukraine,Europe,7,5,0,2,0,0,7,Technical Failure
1983-06-17 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Armenia,Asia,67,5,0,62,0,0,67,Weather
1983-06-24 00:00:00,Kaufmann Air Flugzeugvermietung,Takeoff (climb),Commercial,Germany,Europe,0,0,0,0,0,0,0,Technical Failure
1983-06-25 00:00:00,MIAT Mongolian Airlines - Mongolyn Irgeniy Agaaryn Teever,Landing (descent or approach),Commercial,Mongolia,Asia,47,5,0,42,0,0,47,Technical Failure
1983-06-29 00:00:00,Erasmus,Takeoff (climb),Operational,United States of America,North America,2,2,0,0,0,0,2,Human Factor
1983-06-29 00:00:00,Pacific Air Express - USA,Landing (descent or approach),Operational,United States of America,North America,3,3,0,0,0,0,3,Human Factor
1983-06-29 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Kyrgyzstan,Asia,9,3,0,6,0,0,9,Weather
1983-06-29 00:00:00,Aeronica - Aerolineas Nicaraguenses,Landing (descent or approach),Commercial,Nicaragua,Central America,0,0,0,0,0,0,0,Human Factor
1983-07-02 00:00:00,Altair Linee Aeree,Takeoff (climb),Commercial,Italy,Europe,89,7,0,82,0,0,89,Technical Failure
1983-07-02 00:00:00,Usibelli Coal Mine,Landing (descent or approach),Business,United States of America,North America,3,1,0,2,0,0,3,Human Factor
1983-07-04 00:00:00,Zambia Airways,Takeoff (climb),Commercial,Zambia,Africa,46,4,0,42,0,0,46,Technical Failure
1983-07-04 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Georgia,Asia,0,0,0,0,0,0,0,Weather
1983-07-10 00:00:00,Nenana Fuel Company,Landing (descent or approach),Operational,United States of America,North America,2,2,0,0,0,0,2,Human Factor
1983-07-12 00:00:00,Cloudlands Aviation Development,Flight,Commercial,Papua New Guinea,Oceania,0,0,0,0,0,0,0,Unknown
1983-07-15 00:00:00,Orion Air,Landing (descent or approach),Operational,United States of America,North America,2,2,0,0,0,0,2,Human Factor
1983-07-19 00:00:00,Chevron Oil Company,Takeoff (climb),Business,Sudan,Africa,24,3,0,21,0,0,24,Human Factor
1983-07-20 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Ukraine,Europe,0,0,0,0,0,0,0,Human Factor
1983-07-22 00:00:00,Imani %26 Sons,Landing (descent or approach),Business,Nigeria,Africa,3,2,0,1,0,0,3,Unknown
1983-08-04 00:00:00,Pan American World Airways - PAA,Landing (descent or approach),Commercial,Pakistan,Asia,243,16,0,227,0,0,243,Human Factor
1983-08-04 00:00:00,Airlines of Tasmania,Landing (descent or approach),Commercial,Australia,Oceania,7,2,0,5,0,0,7,Human Factor
1983-08-05 00:00:00,Condor Aviation,Landing (descent or approach),Operational,United States of America,North America,3,2,0,1,0,0,3,Technical Failure
1983-08-07 00:00:00,SATENA - Servicio de Aeronavegacion a Territorios Nacionales,Landing (descent or approach),Commercial,Colombia,South America,21,5,0,16,0,0,21,Unknown
1983-08-12 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Ukraine,Europe,0,0,0,0,0,0,0,Human Factor
1983-08-15 00:00:00,MAP Arsenyev,Takeoff (climb),Operational,Russia,Asia,9,4,0,5,0,0,9,Human Factor
1983-08-16 00:00:00,MFS Associates,Takeoff (climb),Business,United States of America,North America,8,1,0,7,0,0,8,Human Factor
1983-08-17 00:00:00,Padosa Productions,Takeoff (climb),Business,Puerto Rico,Central America,11,2,0,9,0,0,11,Human Factor
1983-08-17 00:00:00,Northeast Jet,Takeoff (climb),Operational,United States of America,North America,2,2,0,0,0,0,2,Other
1983-08-20 00:00:00,Alaska North Flying Service,Flight,Commercial,United States of America,North America,5,1,0,4,0,0,5,Human Factor
1983-08-22 00:00:00,Country Club Homes,Takeoff (climb),Commercial,United States of America,North America,4,2,0,2,0,0,4,Human Factor
1983-08-27 00:00:00,Scheduled Skyways,Taxiing,Commercial,United States of America,North America,4,2,0,2,0,0,4,Technical Failure
1983-08-29 00:00:00,Wayland E. Tyner,Takeoff (climb),Business,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1983-09-02 00:00:00,Farrell-Cooper Mining Company,Landing (descent or approach),Business,United States of America,North America,2,1,0,1,0,0,2,Technical Failure
1983-09-04 00:00:00,Transport Aérien Transrégional - TAT,Landing (descent or approach),Commercial,France,Europe,0,0,0,0,0,0,0,Unknown
1983-09-08 00:00:00,Panorama Air Tour,Takeoff (climb),Commercial,United States of America,North America,10,1,0,9,0,0,10,Technical Failure
1983-09-10 00:00:00,Bertram E. Weech,Landing (descent or approach),Business,United States of America,North America,5,1,0,4,0,0,5,Technical Failure
1983-09-10 00:00:00,Mayo Aviation,Landing (descent or approach),Commercial,United States of America,North America,3,1,0,2,0,0,3,Human Factor
1983-09-16 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Military / Government,Afghanistan,Asia,5,5,0,0,0,0,5,Terrorism
1983-09-19 00:00:00,Private American,Landing (descent or approach),Specialised Services,United States of America,North America,2,2,0,0,0,0,2,Technical Failure
1983-09-20 00:00:00,Larco Concrete Products,Takeoff (climb),Business,Uganda,Africa,0,0,0,0,0,0,0,Unknown
1983-09-23 00:00:00,Dirección Provincial de Aeronáutica de Salta,Landing (descent or approach),Military / Government,Argentina,South America,7,3,0,4,0,0,7,Human Factor
1983-09-25 00:00:00,RN Cargo of Nigeria,Landing (descent or approach),Operational,Ghana,Africa,4,4,0,0,0,0,4,Terrorism
1983-09-27 00:00:00,Angola Air Force - Força Aérea Nacional Angolana,,Military / Government,Angola,Africa,0,0,0,0,0,0,0,Unknown
1983-09-29 00:00:00,Scott M. Brunke,Landing (descent or approach),Business,United States of America,North America,2,2,0,0,0,0,2,Technical Failure
1983-09-29 00:00:00,Bombardier Aerospace,Flight,Operational,Canada,North America,2,2,0,0,0,0,2,Unknown
1983-10-05 00:00:00,ZUA - Zakładu Usług Agrolotniczych - AET Agroaviation Services,Flight,Military / Government,Poland,Europe,0,0,0,0,0,0,0,Unknown
1983-10-05 00:00:00,SAM Colombia - Sociedad Aeronáutica de Medellín,Landing (descent or approach),Commercial,Colombia,South America,0,0,0,0,0,0,0,Unknown
1983-10-09 00:00:00,Yung Shing Airlines,Landing (descent or approach),Commercial,Taiwan,Asia,12,2,0,10,0,0,12,Human Factor
1983-10-12 00:00:00,William Craig,Flight,Humanitarian,United States of America,North America,2,1,0,1,0,0,2,Human Factor
1983-10-19 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Russia,Asia,0,0,0,0,0,0,0,Human Factor
1983-10-28 00:00:00,Transportes Aéreos Bolivar - TAB,Landing (descent or approach),Operational,Bolivia,South America,5,3,0,2,0,0,5,Technical Failure
1983-10-31 00:00:00,FBN Flying Service,Takeoff (climb),Operational,United States of America,North America,2,2,0,0,0,0,2,Technical Failure
1983-11-10 00:00:00,Transportes Aéreos Skorpio,Takeoff (climb),Operational,Bolivia,South America,3,3,0,0,0,0,3,Technical Failure
1983-11-15 00:00:00,North West Airlines,Landing (descent or approach),Operational,Australia,Oceania,2,2,0,0,0,0,2,Human Factor
1983-11-26 00:00:00,The Pacific Institute,Landing (descent or approach),Business,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1983-11-28 00:00:00,Peruvian Air Force - Fuerza Aérea del Perú,Flight,Military / Government,Peru,South America,0,0,0,0,0,0,0,Unknown
1983-12-07 00:00:00,ZB Air,Flight,Commercial,Kenya,Africa,0,0,0,0,0,0,0,Unknown
1983-12-11 00:00:00,West Texas Air Museum,Landing (descent or approach),Operational,United States of America,North America,2,2,0,0,0,0,2,Human Factor
1983-12-11 00:00:00,Guatemalan Air Force - Fuerza Aérea Guatemalteca,Landing (descent or approach),Military / Government,Guatemala,Central America,0,0,0,0,0,0,0,Unknown
1983-12-13 00:00:00,Philair,Takeoff (climb),Commercial,Philippines,Asia,10,3,0,7,0,0,10,Technical Failure
1983-12-18 00:00:00,Malaysian Airlines System - MAS,Landing (descent or approach),Commercial,Malaysia,Asia,247,14,0,233,0,0,247,Human Factor
1983-12-18 00:00:00,Peterborough Parachute Centre,Flight,Humanitarian,United Kingdom,Europe,9,1,0,8,0,0,9,Technical Failure
1983-12-22 00:00:00,AMF Corporation,Landing (descent or approach),Business,United States of America,North America,6,2,0,4,0,0,6,Human Factor
1983-12-23 00:00:00,Korean Air,Takeoff (climb),Operational,United States of America,North America,3,3,0,0,0,0,3,Human Factor
1983-12-23 00:00:00,SouthCentral Air,Takeoff (climb),Commercial,United States of America,North America,9,1,0,8,0,0,9,Human Factor
1983-12-26 00:00:00,Airmore Aviation,Landing (descent or approach),Operational,Denmark,Europe,1,1,0,0,0,0,1,Technical Failure
1984-01-02 00:00:00,Ramos Construction Company,Flight,Business,United States of America,North America,1,1,0,0,0,0,1,Technical Failure
1984-01-12 00:00:00,VSM Corporation,Landing (descent or approach),Business,United States of America,North America,3,1,0,2,0,0,3,Human Factor
1984-01-13 00:00:00,Pilgrim Airlines,Takeoff (climb),Commercial,United States of America,North America,24,3,0,21,0,0,24,Human Factor
1984-01-16 00:00:00,Transports Aériens du Zaïre - TAZ,Landing (descent or approach),Commercial,Guinea,Africa,17,2,0,15,0,0,17,Technical Failure
1984-01-18 00:00:00,United States Army,Landing (descent or approach),Operational,Marshall Islands,Oceania,0,0,0,0,0,0,0,Technical Failure
1984-01-20 00:00:00,Central Air Charter,Flight,Operational,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1984-01-24 00:00:00,Astec Industries,Landing (descent or approach),Business,United States of America,North America,4,1,0,3,0,0,4,Human Factor
1984-02-08 00:00:00,Nevada National Leasing Corporation,Flight,Business,United States of America,North America,3,1,0,2,0,0,3,Technical Failure
1984-02-09 00:00:00,TAAG Angola Airlines - Transportes Aéreos de Angola,Landing (descent or approach),Commercial,Angola,Africa,142,6,0,136,0,0,142,Terrorism
1984-02-11 00:00:00,Aeroflot - Russian International Airlines,Takeoff (climb),Operational,Russia,Asia,2,2,0,0,0,0,2,Other
1984-02-15 00:00:00,Thomas L. Parker,Landing (descent or approach),Business,United States of America,North America,6,1,0,5,0,0,6,Human Factor
1984-02-17 00:00:00,École Départementale de Parachutisme Sportif,Flight,Humanitarian,France,Europe,0,0,0,0,0,0,0,Unknown
1984-02-24 00:00:00,Henles Engineering,Landing (descent or approach),Business,South Africa,Africa,3,1,0,2,0,0,3,Technical Failure
1984-02-25 00:00:00,Private Australian,Takeoff (climb),Military / Government,Australia,Oceania,1,1,0,0,0,0,1,Human Factor
1984-02-25 00:00:00,Donald J. Moore,Landing (descent or approach),Business,United States of America,North America,2,1,0,1,0,0,2,Human Factor
1984-02-28 00:00:00,Royal Thai Air Force - Kong Thap Akat Thai,Takeoff (climb),Military / Government,Thailand,Asia,0,0,0,0,0,0,0,Unknown
1984-03-02 00:00:00,Società Sateco,Takeoff (climb),Business,Italy,Europe,3,1,0,2,0,0,3,Unknown
1984-03-05 00:00:00,Indian Airlines,Takeoff (climb),Operational,India,Asia,3,3,0,0,0,0,3,Human Factor
1984-03-14 00:00:00,Private Bolivian,,Business,Bolivia,South America,0,0,0,0,0,0,0,Unknown
1984-03-15 00:00:00,Aero Cozumel,Takeoff (climb),Commercial,Mexico,Central America,0,0,0,0,0,0,0,Technical Failure
1984-03-21 00:00:00,Salvadorian Air Force - Fuerza Aérea Salvadoreña,Landing (descent or approach),Military / Government,Salvador,Central America,20,3,0,17,0,0,20,Terrorism
1984-03-22 00:00:00,Pacific Western Airlines - PWA,Takeoff (climb),Commercial,Canada,North America,119,5,0,114,0,0,119,Technical Failure
1984-03-26 00:00:00,Sinair,Landing (descent or approach),Commercial,Italy,Europe,6,1,0,5,0,0,6,Human Factor
1984-03-31 00:00:00,Combs FreightAir,Landing (descent or approach),Operational,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1984-03-31 00:00:00,Angola Air Force - Força Aérea Nacional Angolana,,Military / Government,Angola,Africa,0,0,0,0,0,0,0,Unknown
1984-04-02 00:00:00,Egyptian Air Force and Air Defence Command,,Military / Government,Egypt,Africa,0,0,0,0,0,0,0,Unknown
1984-04-05 00:00:00,Scenic Air Tours,Landing (descent or approach),Operational,United States of America,North America,1,1,0,0,0,0,1,Unknown
1984-04-07 00:00:00,King Flying Service,Flight,Business,United States of America,North America,2,1,0,1,0,0,2,Weather
1984-04-15 00:00:00,United States Air Force - USAF,Landing (descent or approach),Specialised Services,Portugal,Europe,6,6,0,0,0,0,6,Technical Failure
1984-04-21 00:00:00,Hawkins %26 Powers Aviation,Takeoff (climb),Operational,United States of America,North America,4,2,0,2,0,0,4,Human Factor
1984-04-28 00:00:00,Intercontinental Air Lease - IAL,Landing (descent or approach),Operational,United States of America,North America,4,3,0,1,0,0,4,Technical Failure
1984-05-06 00:00:00,Transportes Aéreos San Martin,Landing (descent or approach),Operational,Bolivia,South America,3,3,0,0,0,0,3,Technical Failure
1984-05-11 00:00:00,Saint Louis Flight System,Takeoff (climb),Operational,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1984-05-14 00:00:00,The Flying Fireman,Takeoff (climb),Humanitarian,Canada,North America,2,2,0,0,0,0,2,Technical Failure
1984-05-15 00:00:00,Flight Refuelling,Takeoff (climb),Operational,United Kingdom,Europe,3,2,0,1,0,0,3,Human Factor
1984-05-15 00:00:00,Aero Cozumel,,Commercial,Mexico,Central America,0,0,0,0,0,0,0,Unknown
1984-05-21 00:00:00,Aeroflot - Russian International Airlines,Flight,Military / Government,Ukraine,Europe,0,0,0,0,0,0,0,Unknown
1984-05-22 00:00:00,Private Bolivian,Flight,Business,Bolivia,South America,8,1,0,7,0,0,8,Technical Failure
1984-05-24 00:00:00,Sierra Verde Land Development,Flight,Business,United States of America,North America,1,1,0,0,0,0,1,Technical Failure
1984-05-25 00:00:00,Líneas Aéreas del Estado - LADE,Landing (descent or approach),Military / Government,Argentina,South America,15,2,0,13,0,0,15,Unknown
1984-05-28 00:00:00,Labrador Airways,Landing (descent or approach),Commercial,Canada,North America,8,3,0,5,0,0,8,Technical Failure
1984-05-30 00:00:00,Aviones de Panama,,Commercial,Panama,Central America,0,0,0,0,0,0,0,Unknown
1984-06-01 00:00:00,Loganair,Landing (descent or approach),Commercial,United Kingdom,Europe,8,1,0,7,0,0,8,Human Factor
1984-06-03 00:00:00,Royal Air Force - RAF,Flight,Operational,United Kingdom,Europe,13,13,0,0,0,0,13,Other
1984-06-11 00:00:00,Garuda Indonesian Airways,Landing (descent or approach),Operational,Indonesia,Asia,5,5,0,0,0,0,5,Human Factor
1984-06-15 00:00:00,French Air Force - Armée de l'Air,Flight,Humanitarian,France,Europe,0,0,0,0,0,0,0,Unknown
1984-06-16 00:00:00,Aeroflot - Russian International Airlines,Takeoff (climb),Commercial,Ukraine,Europe,0,0,0,0,0,0,0,Other
1984-06-16 00:00:00,Balkan Bulgarian Airlines,Landing (descent or approach),Commercial,Yemen,Asia,18,6,0,12,0,0,18,Human Factor
1984-06-21 00:00:00,Aeroflot - Russian International Airlines,Flight,Military / Government,Russia,Asia,2,2,0,0,0,0,2,Other
1984-06-23 00:00:00,Delmotte Aviation,Flight,Operational,France,Europe,2,2,0,0,0,0,2,Unknown
1984-07-04 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Russia,Asia,0,0,0,0,0,0,0,Human Factor
1984-07-11 00:00:00,Hawkins Corporation,Flight,Operational,United States of America,North America,1,1,0,0,0,0,1,Technical Failure
1984-07-11 00:00:00,Brazilian Air Force - Força Aérea Brasileira,Flight,Military / Government,Brazil,South America,0,0,0,0,0,0,0,Unknown
1984-07-13 00:00:00,Lesotho Airways,Takeoff (climb),Commercial,Lesotho,Africa,0,0,0,0,0,0,0,Technical Failure
1984-07-15 00:00:00,Wolf Aviation - DRC,Landing (descent or approach),Operational,Democratic Republic of Congo,Africa,3,3,0,0,0,0,3,Human Factor
1984-07-17 00:00:00,Pacific Air Express - USA,Takeoff (climb),Operational,United States of America,North America,1,1,0,0,0,0,1,Technical Failure
1984-07-23 00:00:00,Aeroflot - Russian International Airlines,Takeoff (climb),Military / Government,Russia,Asia,2,2,0,0,0,0,2,Weather
1984-07-24 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Operational,Russia,Asia,5,5,0,0,0,0,5,Unknown
1984-07-26 00:00:00,Northern Thunderbird Air - NT Air,Landing (descent or approach),Commercial,Canada,North America,4,1,0,3,0,0,4,Unknown
1984-07-27 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Ukraine,Europe,2,2,0,0,0,0,2,Human Factor
1984-07-27 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,0,0,0,0,0,0,0,Technical Failure
1984-07-27 00:00:00,Transportes Colombiana de Aviacion - TAVINA,Landing (descent or approach),Commercial,Colombia,South America,0,0,0,0,0,0,0,Other
1984-07-28 00:00:00,Panorama Flight Service,Takeoff (climb),Commercial,United States of America,North America,5,2,0,3,0,0,5,Human Factor
1984-08-03 00:00:00,Rio-Sul Serviços Aéreos Regionais,Landing (descent or approach),Operational,Brazil,South America,7,7,0,0,0,0,7,Unknown
1984-08-04 00:00:00,Philippine Airlines - PAL,Landing (descent or approach),Commercial,Philippines,Asia,75,5,0,70,0,0,75,Unknown
1984-08-12 00:00:00,Geoterrex,Landing (descent or approach),Commercial,Canada,North America,2,2,0,0,0,0,2,Technical Failure
1984-08-20 00:00:00,Piper Aircraft Corporation,Landing (descent or approach),Specialised Services,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1984-08-24 00:00:00,David Rolschau,Landing (descent or approach),Humanitarian,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1984-08-24 00:00:00,Balkan Bulgarian Airlines,Landing (descent or approach),Operational,Ethiopia,Africa,9,7,0,2,0,0,9,Human Factor
1984-08-28 00:00:00,Zaïre Aero Service,Takeoff (climb),Operational,Democratic Republic of Congo,Africa,0,0,0,0,0,0,0,Unknown
1984-08-30 00:00:00,Air Seychelles,,Commercial,Seychelles,Asia,0,0,0,0,0,0,0,Unknown
1984-08-30 00:00:00,Air Seychelles,,Commercial,Seychelles,Asia,0,0,0,0,0,0,0,Unknown
1984-08-31 00:00:00,Private American,Landing (descent or approach),Humanitarian,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1984-09-05 00:00:00,De Havilland Aircraft of Canada,Landing (descent or approach),Operational,United Kingdom,Europe,3,2,0,1,0,0,3,Human Factor
1984-09-07 00:00:00,Wonderair,Taxiing,Specialised Services,Namibia,Africa,2,2,0,0,0,0,2,Technical Failure
1984-09-09 00:00:00,Georgetown Aircraft,Takeoff (climb),Business,United States of America,North America,2,1,0,1,0,0,2,Human Factor
1984-09-16 00:00:00,Aeroflot - Russian International Airlines,Flight,Specialised Services,Estonia,Europe,10,6,0,4,0,0,10,Technical Failure
1984-09-17 00:00:00,Austrian Air Services - Österreichischer Inlandflugdienst,Landing (descent or approach),Commercial,Austria,Europe,11,3,0,8,0,0,11,Unknown
1984-09-18 00:00:00,LAC Colombia - Lineas Aéreas del Caribe,Landing (descent or approach),Operational,Colombia,South America,4,4,0,0,0,0,4,Human Factor
1984-09-19 00:00:00,Angolan Government,Flight,Military / Government,Angola,Africa,0,0,0,0,0,0,0,Unknown
1984-09-20 00:00:00,John K. Micuda,Takeoff (climb),Business,United States of America,North America,3,2,0,1,0,0,3,Human Factor
1984-09-22 00:00:00,Royal Thai Air Force - Kong Thap Akat Thai,Landing (descent or approach),Military / Government,Thailand,Asia,0,0,0,0,0,0,0,Technical Failure
1984-09-24 00:00:00,Pee Dee Air Express,Landing (descent or approach),Commercial,United States of America,North America,11,2,0,9,0,0,11,Human Factor
1984-09-28 00:00:00,Aerotour - Peru,Flight,Commercial,Peru,South America,0,0,0,0,0,0,0,Unknown
1984-09-29 00:00:00,Private Colombian,Takeoff (climb),Humanitarian,Colombia,South America,5,1,0,4,0,0,5,Unknown
1984-09-30 00:00:00,Angola Air Force - Força Aérea Nacional Angolana,,Military / Government,Angola,Africa,0,0,0,0,0,0,0,Unknown
1984-10-01 00:00:00,Royal Air Force - RAF,Landing (descent or approach),Military / Government,United Kingdom,Europe,11,11,0,0,0,0,11,Technical Failure
1984-10-04 00:00:00,Aeroflot - Russian International Airlines,Flight,Military / Government,Kazakhstan,Asia,6,3,0,3,0,0,6,Weather
1984-10-06 00:00:00,Grondmet Handels,Takeoff (climb),Business,Greece,Europe,10,2,0,8,0,0,10,Unknown
1984-10-06 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,0,0,0,0,0,0,0,Weather
1984-10-11 00:00:00,Spanish Air Force - Ejército del Aire,Flight,Military / Government,Spain,Europe,9,3,0,6,0,0,9,Technical Failure
1984-10-18 00:00:00,Air Sedona,Landing (descent or approach),Commercial,United States of America,North America,2,1,0,1,0,0,2,Technical Failure
1984-10-20 00:00:00,Metropolitan International Investment %26 Security,Takeoff (climb),Business,United States of America,North America,4,1,0,3,0,0,4,Human Factor
1984-10-22 00:00:00,TAM Bolivia - Transporte Aéreo Militar Boliviano,Landing (descent or approach),Military / Government,Bolivia,South America,0,0,0,0,0,0,0,Unknown
1984-11-01 00:00:00,Wiggins Airways,Takeoff (climb),Commercial,United States of America,North America,2,1,0,1,0,0,2,Human Factor
1984-11-02 00:00:00,United States Air Force - USAF,Landing (descent or approach),Operational,Germany,Europe,4,4,0,0,0,0,4,Unknown
1984-11-03 00:00:00,TTA - Sociedade de Transportes e Trabalhos Aéreos,Landing (descent or approach),Commercial,Mozambique,Africa,8,1,0,7,0,0,8,Unknown
1984-11-10 00:00:00,McPhar International,Flight,Military / Government,Australia,Oceania,1,1,0,0,0,0,1,Technical Failure
1984-11-11 00:00:00,Stellair,Flight,Operational,Morocco,Africa,0,0,0,0,0,0,0,Technical Failure
1984-11-11 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Flight,Military / Government,Afghanistan,Asia,0,0,0,0,0,0,0,Terrorism
1984-11-22 00:00:00,Factury Buying Corporation,Flight,Business,Mexico,Central America,2,2,0,0,0,0,2,Unknown
1984-11-25 00:00:00,Snowy Mountains Hydro-Electric Authority,Takeoff (climb),Humanitarian,Australia,Oceania,13,1,0,12,0,0,13,Technical Failure
1984-12-01 00:00:00,Fairburn Aviation Services,Landing (descent or approach),Commercial,Australia,Oceania,2,1,0,1,0,0,2,Human Factor
1984-12-01 00:00:00,NASA - National Aeronautics %26 Space Administration,Landing (descent or approach),Specialised Services,United States of America,North America,0,0,0,0,0,0,0,Unknown
1984-12-13 00:00:00,Transtar Aviation,Landing (descent or approach),Operational,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1984-12-16 00:00:00,Air Resorts Airlines,Landing (descent or approach),Commercial,United States of America,North America,39,5,0,34,0,0,39,Technical Failure
1984-12-17 00:00:00,Arrowhead Airways,Landing (descent or approach),Commercial,United States of America,North America,3,1,0,2,0,0,3,Technical Failure
1984-12-18 00:00:00,Aeroflot - Russian International Airlines,Takeoff (climb),Commercial,Russia,Asia,0,0,0,0,0,0,0,Human Factor
1984-12-18 00:00:00,Royal Thai Navy - Kong Thap Ruea Thai,Takeoff (climb),Operational,Thailand,Asia,2,2,0,0,0,0,2,Unknown
1984-12-19 00:00:00,Cox Aircraft Company,Flight,Specialised Services,United States of America,North America,3,1,0,2,0,0,3,Technical Failure
1984-12-26 00:00:00,AVCO,Takeoff (climb),Business,United States of America,North America,4,1,0,3,0,0,4,Human Factor
1984-12-29 00:00:00,Ready Air,Flight,Operational,Haiti,Central America,2,2,0,0,0,0,2,Technical Failure
1984-12-29 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,0,0,0,0,0,0,0,Technical Failure
1984-12-30 00:00:00,Garuda Indonesian Airways,Landing (descent or approach),Commercial,Indonesia,Asia,75,6,0,69,0,0,75,Human Factor
1984-12-31 00:00:00,TAM Paraguay - Transporte Aéreo Militar,,Military / Government,Paraguay,South America,0,0,0,0,0,0,0,Unknown
1985-01-08 00:00:00,Royal Thai Navy - Kong Thap Ruea Thai,Landing (descent or approach),Military / Government,Thailand,Asia,8,2,0,6,0,0,8,Human Factor
1985-01-08 00:00:00,Bakhtar Afghan Airlines,Landing (descent or approach),Commercial,Afghanistan,Asia,20,3,0,17,0,0,20,Unknown
1985-01-10 00:00:00,MAP - Ministerstvo Aviatsionnoi Promyshlennosti - Minaviaprom,Landing (descent or approach),Military / Government,Kazakhstan,Asia,6,4,0,2,0,0,6,Human Factor
1985-01-11 00:00:00,Merpati Nusantara Airlines - MNA,Landing (descent or approach),Commercial,Indonesia,Asia,12,4,0,8,0,0,12,Weather
1985-01-13 00:00:00,Mandala Airlines,Landing (descent or approach),Commercial,Indonesia,Asia,49,4,0,45,0,0,49,Unknown
1985-01-17 00:00:00,Southern Express Airways,Takeoff (climb),Business,United States of America,North America,1,1,0,0,0,0,1,Human Factor
1985-01-17 00:00:00,Royal Thai Air Force - Kong Thap Akat Thai,Landing (descent or approach),Military / Government,Thailand,Asia,0,0,0,0,0,0,0,Unknown
1985-01-24 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,0,0,0,0,0,0,0,Human Factor
1985-01-28 00:00:00,Aviones de Panama,Flight,Commercial,Panama,Central America,4,1,0,3,0,0,4,Technical Failure
1985-01-29 00:00:00,Galaxy Airlines,Landing (descent or approach),Operational,United States of America,North America,3,3,0,0,0,0,3,Technical Failure
1985-01-31 00:00:00,Hogan Air,Takeoff (climb),Operational,United States of America,North America,4,2,0,2,0,0,4,Human Factor
1985-01-31 00:00:00,United Parcel Service - UPS,Landing (descent or approach),Operational,United States of America,North America,3,2,0,1,0,0,3,Human Factor
